"","date","sentido_ABEV3","lag_fechamento_ABEV3","lag_abertura_ABEV3","lag_volume_ABEV3","lag_retorno_ABEV3","lag_value_ABEV3","lag_diff"
"21",2012-02-02,"1",12.69010923,12.41800632,9.11118280044296,0.01337173699,68,0.272102909999999
"22",2012-02-03,"1",12.71418914,12.76234894,10.2197570818398,0.001895735113,61,-0.0481598000000005
"23",2012-02-06,"-1",12.90682837,12.66362134,9.35366119142041,0.01503787742,40,0.243207029999999
"24",2012-02-07,"-1",12.6973332,12.78402086,9.47792177272096,-0.01636451454,54,-0.0866876600000008
"25",2012-02-08,"-1",12.56970971,12.6973332,8.95712413640568,-0.0101020587,79,-0.12762349
"26",2012-02-09,"1",12.51432594,12.62027751,9.67451454289836,-0.004415865834,64,-0.105951569999998
"27",2012-02-10,"-1",12.61546153,12.50950995,9.84516964321161,0.008049104368,63,0.105951579999999
"28",2012-02-13,"1",12.55766976,12.57452569,9.63056272105925,-0.00459155199,51,-0.0168559300000002
"29",2012-02-14,"1",12.77438889,12.55766976,9.17315758084847,0.01711068361,56,0.216719130000001
"30",2012-02-15,"1",12.7984688,12.88274846,10.5900128567872,0.001883239754,73,-0.08427966
"31",2012-02-16,"1",12.83458865,12.88274846,10.1462768560972,0.002818226423,71,-0.0481598099999996
"32",2012-02-17,"1",13.0970596,12.83458865,10.5188623629215,0.02024398227,57,0.262470949999999
"33",2012-02-22,"-1",13.42454629,13.0970596,10.5693919967022,0.02469709684,40,0.327486690000001
"34",2012-02-23,"1",13.24394702,13.1235475,10.773378261576,-0.01354422507,38,0.120399519999999
"35",2012-02-24,"1",13.26802692,13.06816372,10.8008808473058,0.001816530952,56,0.199863200000001
"36",2012-02-27,"1",13.60755356,13.26802692,9.81912720391805,0.02526789743,59,0.339526639999999
"37",2012-02-28,"1",13.72554509,13.60514557,9.14952823257943,0.008633654196,58,0.120399520000001
"38",2012-02-29,"1",13.82427269,13.67738528,8.42617379302907,0.007167236343,57,0.146887410000001
"39",2012-03-01,"-1",13.93254359,13.90137996,10.1103391070734,0.007801431404,65,0.03116363
"40",2012-03-02,"1",13.92282435,14.03945533,10.2739470514455,-0.0006978367269,72,-0.116630979999998
"41",2012-03-05,"-1",14.15851614,13.86207904,9.02653771890043,0.01678675745,46,0.2964371
"42",2012-03-06,"-1",14.0321659,14.0929112,9.391327705757,-0.008964031797,80,-0.0607452999999989
"43",2012-03-07,"1",14.02001684,14.21197201,10.059507911994,-0.0008661758606,62,-0.19195517
"44",2012-03-08,"1",14.39663774,14.02973609,9.30337523794337,0.02650860651,68,0.366901649999999
"45",2012-03-09,"1",14.6056016,14.45738305,9.56120848888113,0.01441043705,53,0.148218549999999
"46",2012-03-12,"1",15.06483612,14.62504009,9.98012446707483,0.03095816797,57,0.43979603
"47",2012-03-13,"1",15.18632673,14.95549456,9.84908416365674,0.008032171708,58,0.230832169999999
"48",2012-03-14,"-1",15.43659739,15.24221241,9.32304386188927,0.0163456785,69,0.194384979999999
"49",2012-03-15,"-1",15.35641359,15.30781734,10.6207418084393,-0.005207934117,80,0.048596250000001
"50",2012-03-16,"-1",15.20819504,15.38314152,9.7589818764264,-0.009698780225,63,-0.174946480000001
"51",2012-03-19,"1",15.02109949,14.93119644,9.53177148447434,-0.01237858421,74,0.0899030499999984
"52",2012-03-20,"1",15.30781734,15.11586217,9.02509454366498,0.01890778971,51,0.19195517
"53",2012-03-21,"1",15.35641359,15.30781734,9.36751504634818,0.003169574727,68,0.048596250000001
"54",2012-03-22,"1",15.40500983,15.36856265,8.43836641087027,0.003159560321,58,0.0364471799999997
"55",2012-03-23,"0",15.55079857,15.35641359,10.4952662387078,0.009419221878,55,0.194384979999999
