"","date","ativo","retorno","fechamento","abertura","volume","value","lag_fechamento","lag_volume","lag_value","lag_abertura","lag_retorno","lag_diff"
"1",2012-01-04,"ABEV3",-0.02351721585,12.72000878,12.98394956,9.67495450393748,45,13.02269316,10.4499312539039,58,13.19703937,-0.01146250302,-0.174346210000001
"2",2012-01-05,"ABEV3",-0.01999682092,12.46817536,12.55534847,9.73996812270477,55,12.72000878,9.67495450393748,45,12.98394956,-0.02351721585,-0.263940779999999
"3",2012-01-06,"ABEV3",-0.002527954718,12.43669619,12.46575389,8.87024156729927,49,12.46817536,9.73996812270477,55,12.55534847,-0.01999682092,-0.0871731100000002
"4",2012-01-09,"ABEV3",-0.001948938434,12.41248144,12.43669619,8.6195692580331,42,12.43669619,8.87024156729927,49,12.46575389,-0.002527954718,-0.029057700000001
"5",2012-01-10,"ABEV3",-0.005085088214,12.34952308,12.45848946,9.63390731544833,55,12.41248144,8.6195692580331,42,12.43669619,-0.001948938434,-0.0242147499999987
"6",2012-01-11,"ABEV3",0,12.34952308,12.34952308,9.54695545553714,57,12.34952308,9.63390731544833,55,12.45848946,-0.005085088214,-0.108966379999998
"7",2012-01-12,"ABEV3",0.004499665257,12.40521701,12.35194456,9.97492410247398,54,12.34952308,9.54695545553714,57,12.34952308,0,0
"8",2012-01-13,"ABEV3",0.001365454161,12.42216734,12.36889488,9.15514473650823,52,12.40521701,9.97492410247398,54,12.35194456,0.004499665257,0.0532724499999997
"9",2012-01-16,"ABEV3",0.01182069767,12.56987732,12.45122504,9.44801779306743,65,12.42216734,9.15514473650823,52,12.36889488,0.001365454161,0.0532724600000005
"10",2012-01-17,"ABEV3",0.006528441015,12.65220747,12.59167059,10.1940654280999,50,12.56987732,9.44801779306743,65,12.45122504,0.01182069767,0.118652279999999
"11",2012-01-18,"ABEV3",0.01047129992,12.7853886,12.65220747,10.2489549256266,54,12.65220747,10.1940654280999,50,12.59167059,0.006528441015,0.0605368800000008
"12",2012-01-19,"ABEV3",-0.004746093401,12.72485173,12.7853886,9.98068004836603,45,12.7853886,10.2489549256266,54,12.65220747,0.01047129992,0.133181129999999
"13",2012-01-20,"ABEV3",0.002850358169,12.76117385,12.83381811,9.54036328491749,41,12.72485173,9.98068004836603,45,12.7853886,-0.004746093401,-0.06053687
"14",2012-01-23,"ABEV3",-0.01356406314,12.58924912,12.76117385,9.83974871156912,61,12.76117385,9.54036328491749,41,12.83381811,0.002850358169,-0.0726442599999988
"15",2012-01-24,"ABEV3",0.01318448449,12.7563309,12.44638209,8.44762872803033,56,12.58924912,9.83974871156912,61,12.76117385,-0.01356406314,-0.171924730000001
"16",2012-01-26,"ABEV3",-0.003422707273,12.71274435,12.71516582,9.39374467572138,48,12.7563309,8.44762872803033,56,12.44638209,0.01318448449,0.30994881
"17",2012-01-27,"ABEV3",-0.01438873741,12.53113372,12.71274435,9.49077121771377,57,12.71274435,9.39374467572138,48,12.71516582,-0.003422707273,-0.00242146999999981
"18",2012-01-30,"ABEV3",0.0007726482539,12.54081962,12.34952308,8.73985662749357,57,12.53113372,9.49077121771377,57,12.71274435,-0.01438873741,-0.18161063
"19",2012-01-31,"ABEV3",-0.001537740777,12.52154991,12.47098211,9.73761004815811,51,12.54081962,8.73985662749357,57,12.34952308,0.0007726482539,0.19129654
"20",2012-02-01,"ABEV3",0.01337173699,12.69010923,12.41800632,9.11118280044296,68,12.52154991,9.73761004815811,51,12.47098211,-0.001537740777,0.0505677999999996
"21",2012-02-02,"ABEV3",0.001895735113,12.71418914,12.76234894,10.2197570818398,61,12.69010923,9.11118280044296,68,12.41800632,0.01337173699,0.272102909999999
"22",2012-02-03,"ABEV3",0.01503787742,12.90682837,12.66362134,9.35366119142041,40,12.71418914,10.2197570818398,61,12.76234894,0.001895735113,-0.0481598000000005
"23",2012-02-06,"ABEV3",-0.01636451454,12.6973332,12.78402086,9.47792177272096,54,12.90682837,9.35366119142041,40,12.66362134,0.01503787742,0.243207029999999
"24",2012-02-07,"ABEV3",-0.0101020587,12.56970971,12.6973332,8.95712413640568,79,12.6973332,9.47792177272096,54,12.78402086,-0.01636451454,-0.0866876600000008
"25",2012-02-08,"ABEV3",-0.004415865834,12.51432594,12.62027751,9.67451454289836,64,12.56970971,8.95712413640568,79,12.6973332,-0.0101020587,-0.12762349
"26",2012-02-09,"ABEV3",0.008049104368,12.61546153,12.50950995,9.84516964321161,63,12.51432594,9.67451454289836,64,12.62027751,-0.004415865834,-0.105951569999998
"27",2012-02-10,"ABEV3",-0.00459155199,12.55766976,12.57452569,9.63056272105925,51,12.61546153,9.84516964321161,63,12.50950995,0.008049104368,0.105951579999999
